Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
648778c4a9a5ad8999821693,5a8d7c840f1bce0001226cbb,APPROVED,2023-06-12T19:57:59.874000Z,2023-06-12T20:33:12.403000Z,2023-06-12T20:33:12.949000Z,2023-06-12T20:33:12.827715Z,2113.0,CQEHJXIE,517,47,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
648778c9de7327d62ce33bf2,646d146529b02c8baf05bad4,APPROVED,2023-06-12T19:58:11.367000Z,2023-06-12T21:06:08.612000Z,2023-06-12T21:06:09.280000Z,2023-06-12T21:06:09.158715Z,4078.0,CQEHJXIE,2,33,Male,White,United Kingdom,Germany,United Kingdom,English,No,DATA_EXPIRED
648778d27a8cf65ead0c320f,62791bdbaac1e1335af77471,APPROVED,2023-06-12T19:58:26.743000Z,2023-06-12T20:48:41.246000Z,2023-06-12T20:48:50.547000Z,2023-06-12T20:48:58.761258Z,3015.0,CQEHJXIE,23,35,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
648779b65c768c7cd740eba2,6400d8df33b82dbb99eafcf7,APPROVED,2023-06-12T20:02:02.322000Z,2023-06-12T20:50:44.431000Z,2023-06-13T21:09:11.636000Z,2023-06-12T20:50:44.903707Z,2923.0,NOCODE,4,36,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
64877fede9bbb61d140534ff,60aac2137954982efe1026c0,APPROVED,2023-06-12T20:28:29.234000Z,2023-06-12T21:16:18.866000Z,2023-06-12T21:16:19.507000Z,2023-06-12T21:16:19.399430Z,2870.0,CQEHJXIE,132,29,Male,Black,Zimbabwe,South Africa,Zimbabwe,English,No,Full-Time
648e23251c007e8e1783e78c,6442dfb884be61d1f9b0b928,APPROVED,2023-06-17T21:18:32.835000Z,2023-06-17T21:51:05.434000Z,2023-06-17T21:51:06.324000Z,2023-06-17T21:51:06.231672Z,1953.0,CQEHJXIE,15,37,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
648e236d17c29ae5ca08321c,5c5a060fcb75f20001e60f78,APPROVED,2023-06-17T21:19:48.481000Z,2023-06-17T22:04:44.069000Z,2023-06-17T22:04:44.582000Z,2023-06-17T22:04:44.506997Z,2696.0,CQEHJXIE,294,28,Male,Black,Ethiopia,Canada,Canada,English,Yes,Other
648e2687e37c1d02a4c50eb6,6401e00e5624fe9083182885,APPROVED,2023-06-17T21:32:59.434000Z,2023-06-17T22:08:29.777000Z,2023-06-17T22:08:30.363000Z,2023-06-17T22:08:30.283839Z,2131.0,CQEHJXIE,101,35,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
648e26960f81f93497d1bc96,5dbafd726775fe0f7de4e5f9,APPROVED,2023-06-17T21:33:12.819000Z,2023-06-17T22:24:43.859000Z,2023-06-17T22:24:44.474000Z,2023-06-17T22:24:44.393515Z,3092.0,CQEHJXIE,585,51,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
648e26c632eb0b1abc745992,6395788caadd80374487d2fb,APPROVED,2023-06-17T21:34:43.281000Z,2023-06-17T22:01:53.887000Z,2023-06-17T22:01:54.479000Z,2023-06-17T22:01:54.388776Z,1631.0,CQEHJXIE,100,35,Male,White,Australia,Australia,Australia,English,No,DATA_EXPIRED
648e2755f16ec94b63c4492d,63d00aa4990432020e2537c7,APPROVED,2023-06-17T21:36:24.976000Z,2023-06-17T22:19:36.664000Z,2023-06-17T22:19:37.303000Z,2023-06-17T22:19:37.229083Z,2592.0,CQEHJXIE,106,27,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
648e2781c2ad2fcfc1d1bc70,5f8f070be1058d0f59279d4d,APPROVED,2023-06-17T21:37:10.623000Z,2023-06-17T22:12:38.188000Z,2023-06-17T22:12:39.364000Z,2023-06-17T22:12:39.287349Z,2128.0,CQEHJXIE,437,23,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
648e27e95602b160581bb015,63e51c0e8c2a74977159635c,APPROVED,2023-06-17T21:38:54.553000Z,2023-06-17T22:50:21.238000Z,2023-06-17T22:50:21.912000Z,2023-06-17T22:50:21.826390Z,4287.0,CQEHJXIE,125,18,Male,Mixed,United Kingdom,United Kingdom,United Kingdom,English,Yes,DATA_EXPIRED
648e2852dafa806c6964a353,601c55c151c0bc758c3340ba,APPROVED,2023-06-17T21:40:37.538000Z,2023-06-17T22:26:53.109000Z,2023-06-17T22:26:53.750000Z,2023-06-17T22:26:53.676781Z,2776.0,CQEHJXIE,140,27,Male,White,Ireland,Ireland,Ireland,English,No,Full-Time
648e285b6db71e35c8c893f2,63ce842c4115d13ac7f11feb,APPROVED,2023-06-17T21:40:49.692000Z,2023-06-17T22:20:35.323000Z,2023-06-17T22:20:35.958000Z,2023-06-17T22:20:35.860561Z,2386.0,CQEHJXIE,4,52,Male,White,United States,United States,United States,English,No,Full-Time
648e291831a7be210706ff17,5c579b1191c0ad0001cfd373,APPROVED,2023-06-17T21:43:56.419000Z,2023-06-17T22:24:57.562000Z,2023-06-17T22:24:58.094000Z,2023-06-17T22:24:58.024231Z,2462.0,CQEHJXIE,481,35,Male,White,United Kingdom,Canada,United Kingdom,English,No,Full-Time
648e299ef882985b3001f256,63c543d1781c7d3161a2e1d2,APPROVED,2023-06-17T21:46:15.986000Z,2023-06-17T22:42:28.944000Z,2023-06-17T22:42:29.869000Z,2023-06-17T22:42:29.791678Z,3373.0,CQEHJXIE,64,43,Male,White,Australia,Australia,Australia,English,No,Full-Time
648e29b67dc79a895bf58fb9,5fa915e567510582b2104be1,APPROVED,2023-06-17T21:46:30.848000Z,2023-06-17T22:45:34.823000Z,2023-06-17T22:45:35.707000Z,2023-06-17T22:45:35.615330Z,3544.0,CQEHJXIE,426,50,Male,Black,South Africa,South Africa,South Africa,English,DATA_EXPIRED,DATA_EXPIRED
648e29d3a927eb94a382e253,60199b0a7384e30ddf3a7c55,APPROVED,2023-06-17T21:47:04.251000Z,2023-06-17T22:53:14.360000Z,2023-06-17T22:53:15.050000Z,2023-06-17T22:53:14.975744Z,3971.0,CQEHJXIE,581,61,Male,White,Ireland,Ireland,Ireland,English,No,Full-Time
648e2a07a645fe56e36bd18f,606bb0ed73698b80f1b3e0e3,APPROVED,2023-06-17T21:48:06.177000Z,2023-06-17T22:33:01.891000Z,2023-06-17T22:33:02.461000Z,2023-06-17T22:33:02.384863Z,2696.0,CQEHJXIE,67,29,Male,Mixed,Italy,Italy,Italy,English,No,Full-Time
648e2a268728655f1ecad349,646346fe4c7507b84b11a28a,APPROVED,2023-06-17T21:48:33.166000Z,2023-06-17T23:32:50.189000Z,2023-06-17T23:32:51.247000Z,2023-06-17T23:32:51.166642Z,6258.0,CQEHJXIE,31,51,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
648e3e8887cda606f262740c,63b88f0a0092804c1fabe3f9,APPROVED,2023-06-17T23:16:17.374000Z,2023-06-18T00:10:55.647000Z,2023-06-18T00:10:56.200000Z,2023-06-18T00:10:56.125343Z,3279.0,CQEHJXIE,125,32,Male,Other,Australia,Australia,Australia,English,No,DATA_EXPIRED
648e402dda5ad94dc3105206,5c41e9263be7b70001fcf4ab,APPROVED,2023-06-17T23:22:21.314000Z,2023-06-18T00:04:33.581000Z,2023-06-18T00:04:34.107000Z,2023-06-18T00:04:34.017829Z,2533.0,CQEHJXIE,1183,45,Male,White,Ireland,Ireland,Ireland,English,No,Full-Time
648e41ff52eb50feec6273f8,5adef952f6b58c0001fa755b,APPROVED,2023-06-17T23:30:13.730000Z,2023-06-18T00:12:19.006000Z,2023-06-18T01:47:51.007000Z,2023-06-18T00:12:20.150685Z,2526.0,NOCODE,2214,58,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
64e7be50e49e68c430bff17a,6384d5abaa75d2efd23101b3,APPROVED,2023-08-24T20:32:16.061000Z,2023-08-24T21:04:07.158000Z,2023-08-24T21:04:08.059000Z,2023-08-24T21:04:07.993853Z,1912.0,CQEHJXIE,367,24,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
64e7befa9faae4ef0de9b0c6,60bd185bc08594fac51a7909,APPROVED,2023-08-24T20:35:06.060000Z,2023-08-24T21:07:28.781000Z,2023-08-24T21:07:29.572000Z,2023-08-24T21:07:29.504959Z,1943.0,CQEHJXIE,768,37,Male,Other,Egypt,Canada,Canada,English,No,Unemployed (and job seeking)
64e7bf102b903c599e294b75,5af892053aba4900015f0592,APPROVED,2023-08-24T20:35:32.785000Z,2023-08-24T21:23:28.760000Z,2023-08-24T21:23:29.438000Z,2023-08-24T21:23:30.018502Z,2876.0,CQEHJXIE,951,50,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
64e7bf371248a095350ad190,5fff3b73f31eb501840d649d,APPROVED,2023-08-24T20:36:07.720000Z,2023-08-24T21:31:44.203000Z,2023-08-24T21:31:49.609000Z,2023-08-24T21:31:49.543567Z,3337.0,CQEHJXIE,819,66,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
64e7bf8d499f5bc719a5de0b,5f48494348bd2a2fd360e698,APPROVED,2023-08-24T20:37:38.577000Z,2023-08-24T21:23:00.362000Z,2023-08-24T21:23:05.256000Z,2023-08-24T21:23:05.219686Z,2722.0,CQEHJXIE,130,46,Male,White,United Kingdom,Australia,Australia,English,No,DATA_EXPIRED
64e7bf95ed2c89c59450f86a,63ed4941a5e7b8fc0957676f,APPROVED,2023-08-24T20:37:44.937000Z,2023-08-24T21:12:19.596000Z,2023-08-24T21:12:20.556000Z,2023-08-24T21:12:20.489688Z,2075.0,CQEHJXIE,107,22,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
64e7bff0df956ea86c21bd95,5fc4c49da0603a4d5feae548,APPROVED,2023-08-24T20:39:12.963000Z,2023-08-24T21:11:58.563000Z,2023-08-24T21:11:59.215000Z,2023-08-24T21:11:59.155941Z,1966.0,CQEHJXIE,83,31,Male,Mixed,South Africa,South Africa,South Africa,English,No,Full-Time
64e7c12eec75678a83ba8f48,5ebc93c4fab0570de74c2005,APPROVED,2023-08-24T20:44:40.067000Z,2023-08-24T21:37:27.454000Z,2023-08-24T21:40:02.126000Z,2023-08-24T21:39:07.513080Z,3168.0,CK95X1BS,180,37,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
64877523fab4073abce93950,574fe560e19ee9000680de49,APPROVED,2023-06-12T19:42:36.246000Z,2023-06-12T20:30:08.975000Z,2023-06-12T20:30:10.819000Z,2023-06-12T20:30:10.734292Z,2853.0,CQEHJXIE,55,50,Female,White,Hong Kong,United Kingdom,United Kingdom,English,No,Full-Time
648775a4368f2ac3cce4c8fc,59787f7c5ea29d000126e6b8,APPROVED,2023-06-12T19:44:43.621000Z,2023-06-12T20:22:40.116000Z,2023-06-12T20:23:00.564000Z,2023-06-12T20:23:26.933746Z,2277.0,CQEHJXIE,308,43,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6487760fe94e0897484888b8,5f634d3bd6e28a408ee871af,APPROVED,2023-06-12T19:46:28.562000Z,2023-06-12T20:27:29.842000Z,2023-06-12T20:27:33.656000Z,2023-06-12T20:27:33.546089Z,2462.0,CQEHJXIE,32,23,Female,DATA_EXPIRED,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
648776314b4ed5ad1ffd0745,5ec1b6036575405f2f634581,APPROVED,2023-06-12T19:50:27.457000Z,2023-06-12T20:35:24.454000Z,2023-06-12T20:35:25.551000Z,2023-06-12T20:35:25.477895Z,2697.0,CQEHJXIE,433,38,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
648791f3ee91fe9ef15d514d,5fb9547ca822a77a5fd4c59b,APPROVED,2023-06-12T21:45:23.047000Z,2023-06-12T22:09:21.422000Z,2023-06-12T22:09:22.297000Z,2023-06-12T22:09:22.202746Z,1439.0,CQEHJXIE,12,30,Female,White,Portugal,Portugal,Portugal,English,Yes,Full-Time
648e2310a6c73a49e482e251,5fdbe8c8a6a9ed0aff1e395b,APPROVED,2023-06-17T21:18:10.550000Z,2023-06-17T22:20:30.744000Z,2023-06-17T22:20:31.373000Z,2023-06-17T22:20:31.301379Z,3741.0,CQEHJXIE,328,24,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
648e232ee19bd9a697bb95b6,5d790c98242bbf0017c128ee,APPROVED,2023-06-17T21:18:43.099000Z,2023-06-17T21:49:44.959000Z,2023-06-17T21:49:45.956000Z,2023-06-17T21:49:45.882281Z,1862.0,CQEHJXIE,437,32,Female,Asian,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
648e23c2c1c348707413f685,61471e3b2b8c3344a6decbbc,APPROVED,2023-06-17T21:21:19.724000Z,2023-06-17T22:14:49.302000Z,2023-06-17T22:14:50.047000Z,2023-06-17T22:14:49.959784Z,3210.0,CQEHJXIE,144,33,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
648e23cadc83eb5140e699dd,5e3a0494852c30225cf95713,APPROVED,2023-06-17T21:21:26.010000Z,2023-06-17T22:08:51.242000Z,2023-06-17T22:08:51.804000Z,2023-06-17T22:08:51.731988Z,2846.0,CQEHJXIE,387,28,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
648e2458406704c845e699f8,60fab54841d8ea695be6be51,APPROVED,2023-06-17T21:23:41.799000Z,2023-06-17T21:52:57.451000Z,2023-06-17T21:52:58.090000Z,2023-06-17T21:52:58.021696Z,1756.0,CQEHJXIE,37,21,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Part-Time
648e24b3e86970e4aaebcdc4,603bd7ca3d59e68ff8d2183e,APPROVED,2023-06-17T21:25:10.200000Z,2023-06-17T21:58:51.234000Z,2023-06-17T21:58:52.156000Z,2023-06-17T21:58:52.081708Z,2022.0,CQEHJXIE,302,26,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
648e24b78edddead8a74595b,5c4b376788975200015652d4,APPROVED,2023-06-17T21:25:34.486000Z,2023-06-17T22:09:58.193000Z,2023-06-17T22:09:58.815000Z,2023-06-17T22:09:58.720644Z,2664.0,CQEHJXIE,0,40,Female,White,United States,United States,United States,English,No,Full-Time
648e24bdc73696dd5c6bd1af,62696083dee627b42695b262,APPROVED,2023-06-17T21:25:21.798000Z,2023-06-17T22:03:01.813000Z,2023-06-17T22:03:02.875000Z,2023-06-17T22:03:02.788238Z,2261.0,CQEHJXIE,64,26,Female,Other,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
648e24ccb78330bdb7cad382,5db5f139d27e05000f0eab30,APPROVED,2023-06-17T21:25:39.306000Z,2023-06-17T22:35:00.714000Z,2023-06-17T22:35:01.782000Z,2023-06-17T22:35:01.709743Z,4162.0,CQEHJXIE,248,65,Female,White,United States,United States,United States,English,No,Full-Time
648e24e905f64b8d654c2913,6151dbfcd1e197a0f178ed1a,APPROVED,2023-06-17T21:26:06.205000Z,2023-06-17T22:04:25.138000Z,2023-06-17T22:04:25.636000Z,2023-06-17T22:04:25.565186Z,2299.0,CQEHJXIE,735,68,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
648e25359e27a1c3a6553e9a,5ecb7a95fde4956fbe935ff3,APPROVED,2023-06-17T21:27:21.171000Z,2023-06-17T22:00:10.899000Z,2023-06-18T01:45:51.097000Z,2023-06-17T22:00:11.443386Z,1970.0,C1FIC46M,121,36,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
648e25831d60277c9c08322f,5c28d5a5664ccc000127bec8,APPROVED,2023-06-17T21:28:40.868000Z,2023-06-17T22:26:49.010000Z,2023-06-17T22:26:49.550000Z,2023-06-17T22:26:49.456774Z,3489.0,CQEHJXIE,537,46,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,Full-Time
648e26a6cfe829e740ebce01,598b58874972b300010745d7,APPROVED,2023-06-17T21:33:39.439000Z,2023-06-17T22:02:27.283000Z,2023-06-17T22:02:27.850000Z,2023-06-17T22:02:27.773563Z,1728.0,CQEHJXIE,686,27,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
648e26a80f81f93497d1bc97,5ca66964200f69001519290b,APPROVED,2023-06-17T21:33:33.157000Z,2023-06-17T22:06:50.515000Z,2023-06-17T22:06:51.108000Z,2023-06-17T22:06:51.027558Z,1998.0,CQEHJXIE,297,38,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
648e26ad00290b93f1b6924e,5f0788c06b220f03231666a0,APPROVED,2023-06-17T21:33:38.609000Z,2023-06-17T22:07:15.522000Z,2023-06-17T22:07:16.241000Z,2023-06-17T22:07:16.170904Z,2017.0,CQEHJXIE,723,62,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
648e26e80b4431fc1ee699db,578e8bd7baec1b00016977c1,APPROVED,2023-06-17T21:34:36.540000Z,2023-06-17T22:14:28.858000Z,2023-06-17T22:14:29.436000Z,2023-06-17T22:14:29.327980Z,2393.0,CQEHJXIE,1739,29,Female,White,United States,United States,United States,English,DATA_EXPIRED,Full-Time
648e3e87f6e000001883f961,5e5ee6bc778a732240c954e8,APPROVED,2023-06-17T23:15:26.972000Z,2023-06-18T00:11:24.552000Z,2023-06-18T00:11:25.089000Z,2023-06-18T00:11:25.017187Z,3358.0,CQEHJXIE,395,26,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
648e420b07a227e718defa3a,60d231c540445bcebd259c03,APPROVED,2023-06-17T23:30:57.341000Z,2023-06-18T00:03:55.808000Z,2023-06-18T00:03:56.673000Z,2023-06-18T00:03:56.593408Z,1979.0,CQEHJXIE,586,21,Female,Mixed,Hong Kong,United Kingdom,United Kingdom,English,Yes,Other
64e7bdca5ff93eb1e019a20b,599f7acaec626e0001d53f8f,APPROVED,2023-08-24T20:30:07.812000Z,2023-08-24T20:59:01.592000Z,2023-08-24T20:59:02.420000Z,2023-08-24T20:59:02.357930Z,1734.0,CQEHJXIE,771,53,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
64e7be942a1856f5459870f6,5ed601e0feb4d7000883c10b,APPROVED,2023-08-24T20:33:29.868000Z,2023-08-24T21:14:01.964000Z,2023-08-24T21:14:02.647000Z,2023-08-24T21:14:02.591684Z,2433.0,CQEHJXIE,178,33,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
64e7beaf0f863b1581b24222,5eecf46966da9e0e55e7baf0,APPROVED,2023-08-24T20:34:00.675000Z,2023-08-24T21:11:49.679000Z,2023-08-24T21:11:50.392000Z,2023-08-24T21:11:53.935876Z,2270.0,CQEHJXIE,415,32,Female,Asian,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
64e7beb5d2c76247d4bde771,5ea039beec66bd000ada5ad2,APPROVED,2023-08-24T20:33:59.383000Z,2023-08-24T21:07:21.604000Z,2023-08-24T21:07:22.142000Z,2023-08-24T21:07:22.078336Z,2003.0,CQEHJXIE,603,25,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
64e7bebe2e097d29b9f34b1e,61146294090cd6814cef2390,APPROVED,2023-08-24T20:34:24.660000Z,2023-08-24T21:08:46.220000Z,2023-08-24T21:08:46.850000Z,2023-08-24T21:08:46.761170Z,2062.0,CQEHJXIE,364,25,Female,White,Canada,Canada,Croatia,English,No,Part-Time
64e7becef5be9ada07371fa3,62b1f7162472cd2e93705e7c,APPROVED,2023-08-24T20:34:27.859000Z,2023-08-24T21:08:38.185000Z,2023-08-24T21:08:38.779000Z,2023-08-24T21:08:38.711084Z,2051.0,CQEHJXIE,52,51,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
64e7bed1fa897beffddf6aef,60bbe5dac754ff6671006e16,APPROVED,2023-08-24T20:34:25.508000Z,2023-08-24T21:33:09.111000Z,2023-08-24T21:33:09.688000Z,2023-08-24T21:33:09.624020Z,3524.0,CQEHJXIE,214,22,Female,Black,South Africa,South Africa,South Africa,English,Yes,Other
64e7bedc1248a095350ad186,614a3c31ff3448a4aa1f1ea1,APPROVED,2023-08-24T20:34:41.416000Z,2023-08-24T21:37:01.195000Z,2023-08-24T21:37:35.032000Z,2023-08-24T21:38:15.561498Z,3740.0,CQEHJXIE,40,43,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
64e7bee21a8601faa92f95e4,640242b8a64a7390539f302b,APPROVED,2023-08-24T20:34:46.984000Z,2023-08-24T21:17:57.300000Z,2023-08-24T21:17:58.828000Z,2023-08-24T21:18:03.068276Z,2591.0,CQEHJXIE,210,25,Female,White,United States,United States,United States,English,No,DATA_EXPIRED
64e7bf1febfe0dc5f92998d4,6011d2b8b124c219f57c707e,APPROVED,2023-08-24T20:35:47.354000Z,2023-08-24T21:09:07.972000Z,2023-08-24T21:09:08.517000Z,2023-08-24T21:09:09.015770Z,2001.0,CQEHJXIE,360,25,Female,Mixed,South Africa,South Africa,South Africa,English,No,Full-Time
64e7bf2d347d1131ae344b90,5ca3f484771e310017543f87,APPROVED,2023-08-24T20:36:08.608000Z,2023-08-24T21:15:24.068000Z,2023-08-24T21:15:24.657000Z,2023-08-24T21:15:24.591995Z,2356.0,CQEHJXIE,627,41,Female,White,Canada,Canada,Canada,English,No,Full-Time
64877640018fa3bd2cb04700,5aeb078c1447960001fb64c7,TIMED-OUT,2023-06-12T19:47:18.930000Z,,,,12011114.0,,361,32,Female,Mixed,United Kingdom,United Kingdom,United Kingdom,English,Yes,Part-Time
648776a024463a8e599771ba,62aa4920438c11c4f7df5da8,RETURNED,2023-06-12T19:48:54.935000Z,,,,,,163,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
648776fccd377224a982169b,64413f73aaee456040e8c7a7,RETURNED,2023-06-12T19:53:04.058000Z,,,,,,13,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
648e23f33b0b5415d5ef4253,5e6023ca4e7f6b36e1e4e2af,APPROVED,2023-06-17T21:22:00.757000Z,2023-06-18T13:27:37.709000Z,2023-06-18T13:27:38.272000Z,,57937.0,Manual Completion,147,56,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
648e242d2e6fc1b9d9bb95c5,63d3fab0aef9e91ceae3440e,APPROVED,2023-06-17T21:22:58.424000Z,2023-06-18T13:26:18.949000Z,2023-06-18T13:26:19.282000Z,,57801.0,Manual Completion,53,37,Male,Asian,Malaysia,United Kingdom,Malaysia,English,No,Other
648e2462baa597776dbb9560,63d1552e3f556a9aa0fc8dfa,RETURNED,2023-06-17T21:23:59.022000Z,2023-06-17T22:01:43.571000Z,,2023-06-17T22:01:44.458000Z,,NOCODE,115,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
648e2472b78330bdb7cad362,63f7afa1c7d5f6056284f0b7,RETURNED,2023-06-17T21:35:00.052000Z,,,,,,131,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
648e2490a375130884cad32a,5b105c71a355330001754889,RETURNED,2023-06-17T21:24:35.704000Z,,,,,,572,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
648e259e8edddead8a74598b,634fbabbeadec08fff4e7e88,APPROVED,2023-06-17T21:29:09.349000Z,2023-06-17T21:54:19.272000Z,2023-06-19T17:38:08.231000Z,2023-06-17T21:54:19.985000Z,1510.0,NOCODE,459,57,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
648e2618b55acf4bfb5a8c62,63d409eb2526413f6d10f9af,RETURNED,2023-06-17T21:31:10.890000Z,,,,,,2,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
648e26af0b5995e6196bd157,5dc6d79cdbf8204e0d3abbaf,APPROVED,2023-06-17T21:33:43.680000Z,2023-06-18T13:28:02.613000Z,2023-06-18T13:28:02.952000Z,,57259.0,Manual Completion,231,61,Male,White,Ireland,Ireland,Ireland,English,No,DATA_EXPIRED
648e27049d677b58ca8b523b,61561ff0c64c69aa13bcff68,TIMED-OUT,2023-06-17T21:35:05.137000Z,,,,11572649.0,,273,45,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
648e273d37ecf7ffbeef4216,62d6dc4bf8a837bee9664a60,REJECTED,2023-06-17T21:36:01.122000Z,2023-06-17T21:58:45.096000Z,2023-06-18T13:29:25.811000Z,2023-06-17T21:58:45.915000Z,1364.0,NOCODE,450,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
648e27bd9f493a228ab5ed98,5a6914b835f26b0001499325,TIMED-OUT,2023-06-17T21:38:09.804000Z,,,,11572464.0,,136,58,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,"Not in paid work (e.g. homemaker', 'retired or disabled)"
64e7bff19393531b6b986640,584c14f251a9bc0001e16bc4,RETURNED,2023-08-24T20:39:26.525000Z,,,,,,458,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
